2.639084670975320179e-01,8.126709274772564440e-01,5.470675988941937629e-01,-2.218487211855727781e-01,2.592495481169386773e-01,5.487413268089771749e-03,-7.420333447711245922e-01,3.278480231925204325e-01,-2.395839297689204561e-01,2.895699210626204168e-01,1.448751915626541598e-01,-7.032044948995816447e-02,-2.407037652826393703e-01,-1.047411737149398642e-01,1.770290465329918683e-01
1.000550010159003828e-01,2.149978841728392265e+00,6.799135572853689524e-01,-7.655376872169912250e-01,5.877430526989606552e-01,3.424475795948702106e-01,-1.306915782723893749e+00,3.941864225208657757e-01,-2.975421743816610287e-01,4.123621897825143767e-01,9.205369988154575578e-02,3.437853073300349838e-01,-3.677824050069081752e-01,-1.524880570784780398e-01,6.176360133664449137e-01
1.420506603512854821e-02,1.729927531355558434e+00,4.911547992843734445e-01,-2.392595736287987662e-01,5.048342345127607711e-01,3.133044338694508935e-01,-4.137037538838785888e-01,-4.005436021883246878e-01,-2.281108669025417313e-01,1.616478238817387336e-01,-3.021500696015537724e-01,-1.224145678880896038e-01,7.633484088680589363e-02,-1.334944795055630767e-02,1.317596074015139063e-01
-5.237603217090217589e-01,8.804305535955496698e-01,1.048791481250902491e-01,-4.675221444084309147e-02,-4.494365705474904771e-01,-4.625174709247664717e-01,4.292427541215722564e-01,2.300056661443330985e-02,3.150176511223798381e-01,1.447281270656850249e-01,3.183044568484239001e-01,2.016170038535730069e-01,-2.726267691860680409e-01,3.761697918816850339e-02,2.342689287809406606e-01
-3.054603148290550158e-02,2.642135558131906703e-01,4.542627623643903934e-01,-6.415304781460497152e-03,-3.191951943404466863e-01,6.539582136178323513e-02,-3.357883399175510819e-01,3.060760783184857114e-01,-3.386126420505173873e-01,2.306326161075600567e-01,-3.115218301553700497e-01,-1.318148996954197627e-01,-3.128798640014870958e-01,9.637227629824575426e-02,8.923515518644921374e-02
-1.028635416445528167e-01,2.399986447441015969e-01,3.302745014576111693e-01,-7.869934755984187014e-02,-1.409497032925665916e-01,-5.189146148371247963e-02,-1.808658601639783203e-01,2.063728537893408932e-01,-1.992915043150666199e-01,1.378320992869956907e-01,-2.775585878075471635e-01,-2.338690270008186023e-01,-1.885762031920723836e-01,1.863739294315117645e-01,9.490689899505201643e-02
-3.087092453307344053e-01,4.102768319228750071e-01,3.924205165676901697e-01,-1.500749493701738768e-01,-3.607769527140268773e-01,-1.622020114174225758e-01,-1.278319010786673759e-01,1.450413574239597103e-01,-5.687258635601495360e-01,1.965448934838114059e-01,-1.434468688351157040e-01,2.052274543402502205e-01,-1.758633335250323615e-01,-3.150033055386268488e-02,-1.288112936610563974e-01
-4.912071641033626257e-01,9.521602131800804836e-01,1.113001688420548030e+00,-7.648153722042423663e-02,-6.943910854830623869e-01,-4.485609110809298805e-01,-3.796347424236876100e-01,7.084186956802753787e-01,-1.070905137934294649e+00,3.739100349113371191e-01,-3.241480916499017012e-02,1.457182645360695361e-01,-2.605569765679901506e-01,-1.314820753192596503e-01,-2.148673572428283496e-01
-5.369776187600157069e-01,1.418816807863114704e+00,1.411714626001898898e+00,6.021136274252728571e-01,-2.875115142195513451e-01,-4.828875759363475129e-01,-1.969747856547847675e-01,8.622225422758618141e-01,-1.137037972242830985e+00,2.770968885876035070e-01,-5.241172215092242126e-02,-2.975087928192024500e-01,4.882160426172907353e-01,-6.244586476124000529e-02,-1.310743971964863086e-01
-5.141512986393076412e-01,6.951281188647844278e-01,1.734464320557260464e-01,-7.124126851339138145e-02,-3.842940309008880950e-01,-2.030018124798279866e-01,-1.038551590536674202e-01,7.707572841039921074e-02,-5.607448063642337388e-01,1.501971083852674527e-01,-1.083882233021165598e-01,3.769007622491127307e-01,-1.888996491364429153e-01,-7.492045504066888184e-02,-1.812970574471251539e-01
-5.417345608715650185e-01,1.119848697783709213e+00,1.061613047815230360e+00,3.419297583234470195e-01,-5.179822006802159429e-01,-3.456924962192849948e-01,-2.521439263826665694e-02,5.981000281786079675e-01,-1.192243847188211969e+00,4.453982047184129600e-01,-1.838733782685061935e-01,2.665560984267114630e-01,3.678282779786139906e-02,-1.989462882745226049e-02,-4.138855712891605365e-01
-4.818627107129070941e-01,8.293714472773036084e-01,8.580502096107776033e-01,7.659565449012620264e-02,-6.511668545219337911e-01,-4.094570841987437704e-01,-3.460096312113847827e-01,7.697409506990450234e-01,-1.049034303332600615e+00,4.340511243017703413e-01,1.116233232075282064e-03,9.370674302744114170e-02,-2.442448529971187887e-01,-5.720704953822903366e-02,-3.328154591323750355e-01
